LAMMPS data file via write_data, version 27 Oct 2021, timestep = 22588

5202 atoms
8 atom types

-9.525696487171942 9.525696487171942 xlo xhi
-9.525696487171942 9.525696487171942 ylo yhi
-9.525696487171942 9.525696487171942 zlo zhi

Masses

1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1

PairIJ Coeffs # lj/cut/coul/long

1 1 1 1 2.5
1 2 1 1 2.5
1 3 1 1 2.5
1 4 1 1 2.5
1 5 1 1 2.5
1 6 1 1 2.5
1 7 1 1 2.5
1 8 1 1 2.5
2 2 1 1 2.5
2 3 1 1 2.5
2 4 1 1 2.5
2 5 1 1 2.5
2 6 1 1 2.5
2 7 1 1 2.5
2 8 1 1 2.5
3 3 1 1 2.5
3 4 1 1 2.5
3 5 1 1 2.5
3 6 1 1 2.5
3 7 1 1 2.5
3 8 1 1 2.5
4 4 0 0 2.5
4 5 0 0 2.5
4 6 1 1 2.5
4 7 1 1 2.5
4 8 1 1 2.5
5 5 0 0 2.5
5 6 1 1 2.5
5 7 1 1 2.5
5 8 1 1 2.5
6 6 1 1 2.5
6 7 1 1 2.5
6 8 1 1 2.5
7 7 1 1 2.5
7 8 1 1 2.5
8 8 1 1 2.5

Atoms # charge

2004 1 0 -7.921905758956273 -7.987529265862258 -8.482976247490067 3 -3 2
4089 1 0 -0.3424211995916835 -1.3006706808458404 -7.186246768833238 3 0 2
3455 1 0 -8.38917586798636 -8.902502632297441 -9.395112034956659 4 4 0
4224 1 0 -9.36670582484495 -0.9992235016681814 -2.2141084330540215 -8 -3 -1
1808 1 0 -8.555379155726305 -3.956530642584343 -0.707103909418441 -4 -4 -5
2358 1 0 -5.119320313722434 -7.777001470452931 -8.434679235148693 -7 6 3
4997 1 0 -6.866058758048386 -7.490530651441343 -8.378323518641503 7 1 5
411 1 0 -5.67385327258194 -7.762653131511811 -7.5889288137801785 -3 -5 0
3078 1 0 -6.840382391775733 -8.536529862475614 -8.5334265050475 -1 1 3
3164 1 0 -4.965863563278832 -8.357283579597954 -6.730373939525282 4 -1 4
2118 1 0 -0.11945016038048095 -0.6187928511255354 -2.0131618775144844 -6 -10 1
3640 1 0 -8.787936851644659 -4.032778616262038 -5.713192794007275 -6 2 -4
1721 1 0 -1.8193494284072642 -0.4454342565323621 -0.09116835287984415 3 1 7
2059 1 0 -4.397504603285153 -8.816697393890466 -9.291623519284745 -7 2 0
1427 1 0 -8.958805244072087 -5.700038330601349 -9.408338787256662 5 -2 2
382 1 0 -4.256539562204543 -7.678881211593457 -9.359523743684289 -1 -3 -5
3709 1 0 -2.480887452390367 -7.998044585773612 -9.300205874530764 0 1 -1
999 1 0 -7.264236976889961 -8.925488984936491 -4.402497802430104 1 5 -3
4802 1 0 -0.9779756973140827 -0.4603989017725727 -1.2207749738663427 9 0 2
3442 1 0 -2.7400753521512913 -9.05876275317354 -8.232414948126783 -1 -8 3
3374 1 0 -9.43170504702059 -1.4536356164556903 -7.4323272992579135 -1 -11 2
1504 1 0 -6.9762986459069545 -0.7274865335620699 -0.4247809197418029 -2 -2 1
1212 1 0 -6.020480468045077 -0.2894277495533224 -7.589821752236795 -5 4 2
2671 1 0 -0.28729889417213883 -4.075086462127454 -0.7201911559065817 0 -9 -2
692 1 0 -1.661522279763851 -8.483183862090138 -8.473212566236171 2 -2 1
808 1 0 -0.2329598312873351 -8.57391575417771 -8.908581032160637 3 -2 6
2410 1 0 -8.558844514836649 -1.6552517181788486 -6.384951258588451 4 -3 -3
4158 1 0 -7.58113645427436 -5.512147536442144 -7.961440838618644 1 8 2
2607 1 0 -2.0162333070374183 -9.208348722450292 -5.695079365870436 7 -6 -4
4004 1 0 -7.002535064884174 -5.920785773036721 -8.682751384327348 -1 4 3
349 1 0 -8.873417206190766 -6.374569175076228 -8.447084529866892 0 1 7
1922 1 0 -2.866442683772272 -5.073452723282279 -0.22839331854101808 8 2 0
1582 1 0 -6.835076078321851 -6.606253307837211 -7.9092429342319654 5 4 -1
2950 1 0 -0.019939646557341817 -0.9224630479632481 -2.9816699053923212 -1 -2 4
2277 1 0 -3.30944032053797 -1.2142603304860362 -0.5524465864850701 -4 -10 6
2305 1 0 -6.054404706565005 -6.874640903234434 -9.23583964242618 -4 -2 -2
3505 1 0 -0.07931615496472233 -0.2500426156007709 -7.360925248764435 4 -3 -4
892 1 0 -5.0064529711970644 -5.837004900216649 -8.09908275759463 -3 5 8
3838 1 0 -4.876170012790256 -5.916763397963782 -9.235167825179287 -10 0 -1
2378 1 0 -4.970042562233753 -6.813558879329278 -8.785054275531678 -6 6 -3
1676 1 0 -3.983323834304305 -6.2095119918183705 -8.19433100611605 -4 -1 0
4455 1 0 -3.1573346571362135 -5.862043921106386 -8.829645968117935 0 6 9
3294 1 0 -0.6464049817212469 -9.502544312753066 -8.322089511103357 0 1 1
856 1 0 -9.500646172054505 -6.061693226692047 -2.2253070526112397 -8 2 1
5055 2 1 -7.4389220370419675 -2.72392995883902 -9.140090373261451 4 3 3
2273 1 0 -2.9361936935144017 -7.40119546797983 -8.22857254843791 -6 -5 2
3731 1 0 -6.7995011286062805 -9.02086464034888 -2.0257821247644934 -6 -4 -5
1134 1 0 -3.6792675033040974 -6.916786332215065 -9.030209959938645 -6 13 -4
2634 1 0 -2.8409315090706153 -5.882745061837573 -7.81788147959125 8 2 -1
1337 1 0 -9.302790449952523 -9.517766828215034 -1.4980381214809508 -6 8 -6
3245 1 0 -8.340416393884254 -0.4809975785095695 -2.310663049810456 9 -3 -4
1520 1 0 -1.8382385250910565 -7.344122919121363 -8.252421431152284 -1 2 5
384 1 0 -7.412308269913305 -9.154927748083706 -6.37983594531139 6 0 5
4817 1 0 -6.054177266613069 -9.033844481774757 -0.15448585984144003 -8 -2 8
940 1 0 -0.995377429069153 -6.97338120071524 -9.1497079457855 -2 6 5
4711 1 0 -8.086307024886384 -5.917760402423809 -8.817424282629567 3 -1 1
2448 1 0 -7.2431930511969345 -4.948447219253937 -8.912595615076194 -2 6 -1
4913 1 0 -0.18937400687549832 -5.165095855633411 -2.7723471680486336 0 3 0
4589 1 0 -7.06333415367865 -4.03228743179991 -6.648438727047404 0 7 5
4153 1 0 -8.24834754135719 -4.950133689304901 -8.558927456414136 -4 7 2
1086 1 0 -1.2821393875517515 -6.261602316509184 -8.339791513909653 0 -3 2
888 1 0 -8.886438479357594 -3.974815133070556 -8.733553855416897 3 6 4
3626 1 0 -6.645101697083591 -3.777299387136959 -8.700606313320328 4 6 0
4548 1 0 -6.574711282118755 -3.293666442974824 -7.401720674349097 -1 6 7
986 1 0 -6.116034288590281 -5.306789525495334 -8.448661130041428 -3 7 1
3979 1 0 -5.851796314400394 -4.159233680156851 -7.9304301649113995 5 13 -3
3915 1 0 -2.497603559912114 -9.01123537897023 -4.575179128456579 -2 8 -4
1668 1 0 -4.709306311156388 -9.447521893659012 -8.204212527911729 -2 -6 1
4365 1 0 -3.0852215826986518 -4.371513734506782 -8.029643012512002 3 2 -6
1811 1 0 -5.086486345852173 -4.892658637009466 -8.673487875748181 3 4 -2
2122 1 0 -6.576740252128175 -9.50376147706618 -6.895289946942841 1 3 4
935 1 0 -5.6245967311692535 -6.631022019903916 -0.6618341170888034 5 1 -7
4058 1 0 -2.386445440278001 -6.59128128375469 -8.791412965163962 -2 7 -1
528 1 0 -3.990921716792344 -5.146336766358383 -8.795520472027551 3 4 7
3095 1 0 -2.619236146263928 -3.4858426916964538 -9.274174020332385 -6 -8 2
801 1 0 -2.8540737819321897 -4.704260412982749 -8.932046761640313 2 -4 -1
1617 1 0 -6.442464488417972 -7.4371839081835756 -0.5408203907998939 -5 4 0
4924 1 0 -1.4158720273774197 -5.773470892666074 -9.433397697427575 0 6 -4
4897 1 0 -4.582078152632552 -7.821317011377682 -0.14499676606351386 2 -3 2
576 1 0 -1.7080105215886556 -5.2523821669510475 -8.115926461792268 -6 4 7
2146 1 0 -6.289941390338251 -0.23278002939186315 -6.423933280731372 -7 4 1
2560 1 0 -0.3821016444137708 -4.55605085987335 -8.73276418681752 -5 -3 5
2944 1 0 -0.9115933906357565 -4.198405761183029 -7.648634579750869 -3 -6 5
4784 1 0 -8.396796620794564 -2.864340073822124 -8.254353633446334 2 -4 -3
2477 1 0 -9.191649336280113 -2.9898198482259595 -9.102163761505313 8 -6 -3
2645 1 0 -0.24473982434106745 -8.84672802168973 -7.684024080538229 2 -4 -6
3737 1 0 -8.406897144396739 -4.805222690953944 -7.258994344113841 6 -1 1
1909 1 0 -5.729407913905749 -8.995430624454096 -2.069657945313203 6 -4 -3
3011 1 0 -7.797286205591767 -4.087466999052572 -8.392516831403555 5 0 -1
2531 1 0 -7.3738680758971675 -3.143878783084652 -8.106921887629662 -15 6 -9
1423 1 0 -5.786889125368054 -3.1796811307341066 -8.103830544614485 7 2 4
